"kind","host","name","url","sources"
"image","barkandframe.com","La_Parisienne_Homepage.jpg","https://barkandframe.com/cdn/shop/files/La_Parisienne_Homepage.jpg?v=1780606287&width=240","resource:img|attribute:srcset"
"image","barkandframe.com","Studio_Pop_Homepage.jpg","https://barkandframe.com/cdn/shop/files/Studio_Pop_Homepage.jpg?v=1780604876&width=240","resource:img|attribute:srcset"
"image","barkandframe.com","Studio_Pencil_Homepage.jpg","https://barkandframe.com/cdn/shop/files/Studio_Pencil_Homepage.jpg?v=1780605939&width=240","resource:img|attribute:srcset"
"image","barkandframe.com","Atelier_Sketch_Homepage.jpg","https://barkandframe.com/cdn/shop/files/Atelier_Sketch_Homepage.jpg?v=1780604920&width=240","resource:img|attribute:srcset"
"image","barkandframe.com","The_Duchess_Homepage.jpg","https://barkandframe.com/cdn/shop/files/The_Duchess_Homepage.jpg?v=1780605081&width=240","resource:img|attribute:srcset"
"image","barkandframe.com","Indigo_Homepage.jpg","https://barkandframe.com/cdn/shop/files/Indigo_Homepage.jpg?v=1780605002&width=240","resource:img|attribute:srcset"
"script","barkandframe.com","performance.js","https://barkandframe.com/cdn/shop/t/3/assets/performance.js?v=160961134082498414901759140591","resource:script"
"script","barkandframe.com","worker.modern.js","https://barkandframe.com/web-pixels@6392291bw48edd0b4p524860cam091f7eea/web-pixel-4235690330@c9c58d3e1dadd54a57d85125d094683b/sandbox/worker.modern.js","resource:other"
"script","barkandframe.com","worker.modern.js","https://barkandframe.com/web-pixels@6392291bw48edd0b4p524860cam091f7eea/web-pixel-4185850202@524f6c1ee37bacdca7657a665bdca589/sandbox/worker.modern.js","resource:other"
"script","barkandframe.com","worker.modern.js","https://barkandframe.com/web-pixels@6392291bw48edd0b4p524860cam091f7eea/web-pixel-3312845146@74f275712857ab41bea9d998dcb2f9da/sandbox/worker.modern.js","resource:other"
"script","www.googletagmanager.com","js","https://www.googletagmanager.com/gtag/js?id=AW-18210875652","resource:script|attribute:src"
"script","barkandframe.com","worker.modern.js","https://barkandframe.com/web-pixels@6392291bw48edd0b4p524860cam091f7eea/web-pixel-3017867610@34ad157958823915625854214640f0bf/sandbox/worker.modern.js","resource:other"
"script","barkandframe.com","worker.modern.js","https://barkandframe.com/web-pixels@6392291bw48edd0b4p524860cam091f7eea/web-pixel-shopify-app-pixel@0501/sandbox/worker.modern.js","resource:other"
"script","connect.facebook.net","fbevents.js","https://connect.facebook.net/en_US/fbevents.js","resource:script|attribute:src"
"image","barkandframe.com","logo-icon--light.svg","https://barkandframe.com/cdn/shop/t/3/assets/logo-icon--light.svg?v=89362967133211712151774025043","resource:img|attribute:src"
"image","barkandframe.com","B_F_Logotype_Brown_Background_Transparent.svg","https://barkandframe.com/cdn/shop/files/B_F_Logotype_Brown_Background_Transparent.svg?v=1759140681&width=832","resource:img|attribute:srcset"
"script","barkandframe.com","predictive-search.js","https://barkandframe.com/cdn/shop/t/3/assets/predictive-search.js?v=53445493388242646041759140591","resource:script|attribute:src"
"image","barkandframe.com","bark-and-frame-artist-collection-bloom-tulip-dog-design-black-crewneck-sweatshirt-female-model-editorial.jpg","https://barkandframe.com/cdn/shop/files/bark-and-frame-artist-collection-bloom-tulip-dog-design-black-crewneck-sweatshirt-female-model-editorial.jpg?v=1779982903&width=480","resource:img|attribute:srcset"
"image","barkandframe.com","bark-and-frame-bloom-tulip-dog-design-black-crewneck-sweatshirt-female-model-product-shot.png","https://barkandframe.com/cdn/shop/files/bark-and-frame-bloom-tulip-dog-design-black-crewneck-sweatshirt-female-model-product-shot.png?v=1779944270&width=480","resource:img|attribute:srcset"
"image","barkandframe.com","bark-and-frame-artist-collection-bloom-tulip-dog-design-pure-white-t-shirt-female-model-editorial-close-up_d71914a8-4976-458c-b5f0-bc7762ef62af.jpg","https://barkandframe.com/cdn/shop/files/bark-and-frame-artist-collection-bloom-tulip-dog-design-pure-white-t-shirt-female-model-editorial-close-up_d71914a8-4976-458c-b5f0-bc7762ef62af.jpg?v=1779944279&width=480","resource:img|attribute:srcset|attribute:srcset"
"image","barkandframe.com","bark-and-frame-bloom-tulip-dog-design-black-t-shirt-female-model-product-shot.png","https://barkandframe.com/cdn/shop/files/bark-and-frame-bloom-tulip-dog-design-black-t-shirt-female-model-product-shot.png?v=1779944281&width=480","resource:img|attribute:srcset|attribute:srcset"
"image","barkandframe.com","The_Gentleman_01_20x28_Canvas_Black.png","https://barkandframe.com/cdn/shop/files/The_Gentleman_01_20x28_Canvas_Black.png?v=1778947290&width=480","resource:img|attribute:srcset"
"image","barkandframe.com","The_Gentleman_01_20x28_Canvas_Walnut.png","https://barkandframe.com/cdn/shop/files/The_Gentleman_01_20x28_Canvas_Walnut.png?v=1778947290&width=480","resource:img|attribute:srcset"
